分拣中心,日期,班次,正式工,临时工
'SC29',2023/12/16,'0-8',1,9
'SC29',2023/12/16,'5-13',1,1
'SC29',2023/12/16,'8-16',4,14
'SC29',2023/12/16,'12-20',1,1
'SC29',2023/12/16,'14-22',1,1
'SC29',2023/12/16,'16-24',1,30
'SC3',2023/12/16,'0-8',3,88
'SC3',2023/12/16,'5-13',7,11
'SC3',2023/12/16,'8-16',5,13
'SC3',2023/12/16,'12-20',4,1
'SC3',2023/12/16,'14-22',1,11
'SC3',2023/12/16,'16-24',4,37
'SC30',2023/12/16,'0-8',5,1
'SC30',2023/12/16,'5-13',1,1
'SC30',2023/12/16,'8-16',7,5
'SC30',2023/12/16,'12-20',2,2
'SC30',2023/12/16,'14-22',1,1
'SC30',2023/12/16,'16-24',2,6
'SC31',2023/12/16,'0-8',3,47
'SC31',2023/12/16,'5-13',1,1
'SC31',2023/12/16,'8-16',6,18
'SC31',2023/12/16,'12-20',1,17
'SC31',2023/12/16,'14-22',1,10
'SC31',2023/12/16,'16-24',15,6
'SC32',2023/12/16,'0-8',1,2
'SC32',2023/12/16,'5-13',1,1
'SC32',2023/12/16,'8-16',1,1
'SC32',2023/12/16,'12-20',1,1
'SC32',2023/12/16,'14-22',1,1
'SC32',2023/12/16,'16-24',1,5
'SC34',2023/12/16,'0-8',2,21
'SC34',2023/12/16,'5-13',1,1
'SC34',2023/12/16,'8-16',1,17
'SC34',2023/12/16,'12-20',2,3
'SC34',2023/12/16,'14-22',1,1
'SC34',2023/12/16,'16-24',6,22
'SC35',2023/12/16,'0-8',1,84
'SC35',2023/12/16,'5-13',3,1
'SC35',2023/12/16,'8-16',9,55
'SC35',2023/12/16,'12-20',3,1
'SC35',2023/12/16,'14-22',1,1
'SC35',2023/12/16,'16-24',26,112
'SC36',2023/12/16,'0-8',1,1
'SC36',2023/12/16,'5-13',1,1
'SC36',2023/12/16,'8-16',1,1
'SC36',2023/12/16,'12-20',1,1
'SC36',2023/12/16,'14-22',1,1
'SC36',2023/12/16,'16-24',1,1
'SC37',2023/12/16,'0-8',1,1
'SC37',2023/12/16,'5-13',1,1
'SC37',2023/12/16,'8-16',1,2
'SC37',2023/12/16,'12-20',1,1
'SC37',2023/12/16,'14-22',1,1
'SC37',2023/12/16,'16-24',1,2
'SC38',2023/12/16,'0-8',1,10
'SC38',2023/12/16,'5-13',2,1
'SC38',2023/12/16,'8-16',2,5
'SC38',2023/12/16,'12-20',2,1
'SC38',2023/12/16,'14-22',1,1
'SC38',2023/12/16,'16-24',7,5
'SC39',2023/12/16,'0-8',5,1
'SC39',2023/12/16,'5-13',1,1
'SC39',2023/12/16,'8-16',1,3
'SC39',2023/12/16,'12-20',1,1
'SC39',2023/12/16,'14-22',2,1
'SC39',2023/12/16,'16-24',2,5
'SC4',2023/12/16,'0-8',8,112
'SC4',2023/12/16,'5-13',1,1
'SC4',2023/12/16,'8-16',6,34
'SC4',2023/12/16,'12-20',3,1
'SC4',2023/12/16,'14-22',1,1
'SC4',2023/12/16,'16-24',16,122
'SC40',2023/12/16,'0-8',1,7
'SC40',2023/12/16,'5-13',1,1
'SC40',2023/12/16,'8-16',3,3
'SC40',2023/12/16,'12-20',3,1
'SC40',2023/12/16,'14-22',1,1
'SC40',2023/12/16,'16-24',1,8
'SC41',2023/12/16,'0-8',1,2
'SC41',2023/12/16,'5-13',1,1
'SC41',2023/12/16,'8-16',1,7
'SC41',2023/12/16,'12-20',1,1
'SC41',2023/12/16,'14-22',1,1
'SC41',2023/12/16,'16-24',1,1
'SC43',2023/12/16,'0-8',1,2
'SC43',2023/12/16,'5-13',3,3
'SC43',2023/12/16,'8-16',1,7
'SC43',2023/12/16,'12-20',4,1
'SC43',2023/12/16,'14-22',1,2
'SC43',2023/12/16,'16-24',1,1
'SC44',2023/12/16,'0-8',2,16
'SC44',2023/12/16,'5-13',6,16
'SC44',2023/12/16,'8-16',3,1
'SC44',2023/12/16,'12-20',1,61
'SC44',2023/12/16,'14-22',4,7
'SC44',2023/12/16,'16-24',3,96
'SC46',2023/12/16,'0-8',1,1
'SC46',2023/12/16,'5-13',1,1
'SC46',2023/12/16,'8-16',1,10
'SC46',2023/12/16,'12-20',1,12
'SC46',2023/12/16,'14-22',7,2
'SC46',2023/12/16,'16-24',1,11
'SC47',2023/12/16,'0-8',13,148
'SC47',2023/12/16,'5-13',1,38
'SC47',2023/12/16,'8-16',2,65
'SC47',2023/12/16,'12-20',1,43
'SC47',2023/12/16,'14-22',12,14
'SC47',2023/12/16,'16-24',1,155
'SC48',2023/12/16,'0-8',1,1
'SC48',2023/12/16,'5-13',1,1
'SC48',2023/12/16,'8-16',1,1
'SC48',2023/12/16,'12-20',1,1
'SC48',2023/12/16,'14-22',1,1
'SC48',2023/12/16,'16-24',1,1
'SC49',2023/12/16,'0-8',6,32
'SC49',2023/12/16,'5-13',3,1
'SC49',2023/12/16,'8-16',1,9
'SC49',2023/12/16,'12-20',3,9
'SC49',2023/12/16,'14-22',1,8
'SC49',2023/12/16,'16-24',2,21
'SC5',2023/12/16,'0-8',1,117
'SC5',2023/12/16,'5-13',7,1
'SC5',2023/12/16,'8-16',11,52
'SC5',2023/12/16,'12-20',12,15
'SC5',2023/12/16,'14-22',2,12
'SC5',2023/12/16,'16-24',2,77
'SC51',2023/12/16,'0-8',2,51
'SC51',2023/12/16,'5-13',7,1
'SC51',2023/12/16,'8-16',1,25
'SC51',2023/12/16,'12-20',7,9
'SC51',2023/12/16,'14-22',2,1
'SC51',2023/12/16,'16-24',3,38
'SC52',2023/12/16,'0-8',2,3
'SC52',2023/12/16,'5-13',2,1
'SC52',2023/12/16,'8-16',2,2
'SC52',2023/12/16,'12-20',2,1
'SC52',2023/12/16,'14-22',2,1
'SC52',2023/12/16,'16-24',6,2
'SC53',2023/12/16,'0-8',1,70
'SC53',2023/12/16,'5-13',15,1
'SC53',2023/12/16,'8-16',10,13
'SC53',2023/12/16,'12-20',13,56
'SC53',2023/12/16,'14-22',1,1
'SC53',2023/12/16,'16-24',10,177
'SC54',2023/12/16,'0-8',6,2
'SC54',2023/12/16,'5-13',2,1
'SC54',2023/12/16,'8-16',4,15
'SC54',2023/12/16,'12-20',3,1
'SC54',2023/12/16,'14-22',3,1
'SC54',2023/12/16,'16-24',2,29
'SC55',2023/12/16,'0-8',2,1
'SC55',2023/12/16,'5-13',1,7
'SC55',2023/12/16,'8-16',2,4
'SC55',2023/12/16,'12-20',1,7
'SC55',2023/12/16,'14-22',1,1
'SC55',2023/12/16,'16-24',1,1
'SC56',2023/12/16,'0-8',2,1
'SC56',2023/12/16,'5-13',1,1
'SC56',2023/12/16,'8-16',1,3
'SC56',2023/12/16,'12-20',1,1
'SC56',2023/12/16,'14-22',2,1
'SC56',2023/12/16,'16-24',1,6
'SC57',2023/12/16,'0-8',10,42
'SC57',2023/12/16,'5-13',1,1
'SC57',2023/12/16,'8-16',2,15
'SC57',2023/12/16,'12-20',11,1
'SC57',2023/12/16,'14-22',11,1
'SC57',2023/12/16,'16-24',7,17
'SC58',2023/12/16,'0-8',1,1
'SC58',2023/12/16,'5-13',1,1
'SC58',2023/12/16,'8-16',1,1
'SC58',2023/12/16,'12-20',1,1
'SC58',2023/12/16,'14-22',1,1
'SC58',2023/12/16,'16-24',2,4
'SC6',2023/12/16,'0-8',10,79
'SC6',2023/12/16,'5-13',2,18
'SC6',2023/12/16,'8-16',15,9
'SC6',2023/12/16,'12-20',1,1
'SC6',2023/12/16,'14-22',12,1
'SC6',2023/12/16,'16-24',1,128
'SC60',2023/12/16,'0-8',6,234
'SC60',2023/12/16,'5-13',9,37
'SC60',2023/12/16,'8-16',2,48
'SC60',2023/12/16,'12-20',1,1
'SC60',2023/12/16,'14-22',2,61
'SC60',2023/12/16,'16-24',11,233
'SC61',2023/12/16,'0-8',1,1
'SC61',2023/12/16,'5-13',1,1
'SC61',2023/12/16,'8-16',1,1
'SC61',2023/12/16,'12-20',1,1
'SC61',2023/12/16,'14-22',1,1
'SC61',2023/12/16,'16-24',1,2
'SC63',2023/12/16,'0-8',1,2
'SC63',2023/12/16,'5-13',1,2
'SC63',2023/12/16,'8-16',2,3
'SC63',2023/12/16,'12-20',1,1
'SC63',2023/12/16,'14-22',1,2
'SC63',2023/12/16,'16-24',1,2
'SC66',2023/12/16,'0-8',1,1
'SC66',2023/12/16,'5-13',1,2
'SC66',2023/12/16,'8-16',1,2
'SC66',2023/12/16,'12-20',1,1
'SC66',2023/12/16,'14-22',1,1
'SC66',2023/12/16,'16-24',1,1
'SC68',2023/12/16,'0-8',1,1
'SC68',2023/12/16,'5-13',1,1
'SC68',2023/12/16,'8-16',1,3
'SC68',2023/12/16,'12-20',1,1
'SC68',2023/12/16,'14-22',1,1
'SC68',2023/12/16,'16-24',1,5
'SC7',2023/12/16,'0-8',8,116
'SC7',2023/12/16,'5-13',4,1
'SC7',2023/12/16,'8-16',9,100
'SC7',2023/12/16,'12-20',2,18
'SC7',2023/12/16,'14-22',9,1
'SC7',2023/12/16,'16-24',2,128
'SC8',2023/12/16,'0-8',2,133
'SC8',2023/12/16,'5-13',3,27
'SC8',2023/12/16,'8-16',1,41
'SC8',2023/12/16,'12-20',1,41
'SC8',2023/12/16,'14-22',1,34
'SC8',2023/12/16,'16-24',10,132
'SC9',2023/12/16,'0-8',3,105
'SC9',2023/12/16,'5-13',4,47
'SC9',2023/12/16,'8-16',6,34
'SC9',2023/12/16,'12-20',1,10
'SC9',2023/12/16,'14-22',1,1
'SC9',2023/12/16,'16-24',7,48
'SC1',2023/12/17,'0-8',1,137
'SC1',2023/12/17,'5-13',2,37
'SC1',2023/12/17,'8-16',2,49
'SC1',2023/12/17,'12-20',1,44
'SC1',2023/12/17,'14-22',1,1
'SC1',2023/12/17,'16-24',21,111
'SC10',2023/12/17,'0-8',4,149
'SC10',2023/12/17,'5-13',2,1
'SC10',2023/12/17,'8-16',1,53
'SC10',2023/12/17,'12-20',1,1
'SC10',2023/12/17,'14-22',2,20
'SC10',2023/12/17,'16-24',8,178
'SC12',2023/12/17,'0-8',2,3
'SC12',2023/12/17,'5-13',4,12
'SC12',2023/12/17,'8-16',1,1
'SC12',2023/12/17,'12-20',3,10
'SC12',2023/12/17,'14-22',3,1
'SC12',2023/12/17,'16-24',3,1
'SC14',2023/12/17,'0-8',1,1
'SC14',2023/12/17,'5-13',2,1
'SC14',2023/12/17,'8-16',2,4
'SC14',2023/12/17,'12-20',1,2
'SC14',2023/12/17,'14-22',1,1
'SC14',2023/12/17,'16-24',2,2
'SC15',2023/12/17,'0-8',1,17
'SC15',2023/12/17,'5-13',1,12
'SC15',2023/12/17,'8-16',2,10
'SC15',2023/12/17,'12-20',1,5
'SC15',2023/12/17,'14-22',4,1
'SC15',2023/12/17,'16-24',5,15
'SC16',2023/12/17,'0-8',3,1
'SC16',2023/12/17,'5-13',1,1
'SC16',2023/12/17,'8-16',1,4
'SC16',2023/12/17,'12-20',1,1
'SC16',2023/12/17,'14-22',1,1
'SC16',2023/12/17,'16-24',3,2
'SC17',2023/12/17,'0-8',1,60
'SC17',2023/12/17,'5-13',1,19
'SC17',2023/12/17,'8-16',1,8
'SC17',2023/12/17,'12-20',1,1
'SC17',2023/12/17,'14-22',7,38
'SC17',2023/12/17,'16-24',10,50
'SC18',2023/12/17,'0-8',1,5
'SC18',2023/12/17,'5-13',1,3
'SC18',2023/12/17,'8-16',1,7
'SC18',2023/12/17,'12-20',2,1
'SC18',2023/12/17,'14-22',1,1
'SC18',2023/12/17,'16-24',1,29
'SC19',2023/12/17,'0-8',2,8
'SC19',2023/12/17,'5-13',1,2
'SC19',2023/12/17,'8-16',1,9
'SC19',2023/12/17,'12-20',1,1
'SC19',2023/12/17,'14-22',1,9
'SC19',2023/12/17,'16-24',2,16
'SC2',2023/12/17,'0-8',3,5
'SC2',2023/12/17,'5-13',6,9
'SC2',2023/12/17,'8-16',2,1
'SC2',2023/12/17,'12-20',3,1
'SC2',2023/12/17,'14-22',7,8
'SC2',2023/12/17,'16-24',2,21
'SC20',2023/12/17,'0-8',1,1
'SC20',2023/12/17,'5-13',1,1
'SC20',2023/12/17,'8-16',1,1
'SC20',2023/12/17,'12-20',1,1
'SC20',2023/12/17,'14-22',1,1
'SC20',2023/12/17,'16-24',1,1
'SC21',2023/12/17,'0-8',1,1
'SC21',2023/12/17,'5-13',1,1
'SC21',2023/12/17,'8-16',1,2
'SC21',2023/12/17,'12-20',1,1
'SC21',2023/12/17,'14-22',1,1
'SC21',2023/12/17,'16-24',3,2
'SC22',2023/12/17,'0-8',4,13
'SC22',2023/12/17,'5-13',2,8
'SC22',2023/12/17,'8-16',4,8
'SC22',2023/12/17,'12-20',3,1
'SC22',2023/12/17,'14-22',3,1
'SC22',2023/12/17,'16-24',5,20
'SC23',2023/12/17,'0-8',1,1
'SC23',2023/12/17,'5-13',2,1
'SC23',2023/12/17,'8-16',1,7
'SC23',2023/12/17,'12-20',1,1
'SC23',2023/12/17,'14-22',2,1
'SC23',2023/12/17,'16-24',3,7
'SC24',2023/12/17,'0-8',4,4
'SC24',2023/12/17,'5-13',1,4
'SC24',2023/12/17,'8-16',2,17
'SC24',2023/12/17,'12-20',1,2
'SC24',2023/12/17,'14-22',2,10
'SC24',2023/12/17,'16-24',2,1
'SC25',2023/12/17,'0-8',14,149
'SC25',2023/12/17,'5-13',5,1
'SC25',2023/12/17,'8-16',1,27
'SC25',2023/12/17,'12-20',13,38
'SC25',2023/12/17,'14-22',8,1
'SC25',2023/12/17,'16-24',12,215
'SC26',2023/12/17,'0-8',5,1
'SC26',2023/12/17,'5-13',4,3
'SC26',2023/12/17,'8-16',5,8
'SC26',2023/12/17,'12-20',4,1
'SC26',2023/12/17,'14-22',3,4
'SC26',2023/12/17,'16-24',1,2
'SC27',2023/12/17,'0-8',1,2
'SC27',2023/12/17,'5-13',1,2
'SC27',2023/12/17,'8-16',1,9
'SC27',2023/12/17,'12-20',3,1
'SC27',2023/12/17,'14-22',3,1
'SC27',2023/12/17,'16-24',1,16
'SC28',2023/12/17,'0-8',1,1
'SC28',2023/12/17,'5-13',1,1
'SC28',2023/12/17,'8-16',1,1
'SC28',2023/12/17,'12-20',1,1
'SC28',2023/12/17,'14-22',1,1
'SC28',2023/12/17,'16-24',1,2
'SC29',2023/12/17,'0-8',1,9
'SC29',2023/12/17,'5-13',1,7
'SC29',2023/12/17,'8-16',1,12
'SC29',2023/12/17,'12-20',4,1
'SC29',2023/12/17,'14-22',3,1
'SC29',2023/12/17,'16-24',5,24
'SC3',2023/12/17,'0-8',5,82
'SC3',2023/12/17,'5-13',11,1
'SC3',2023/12/17,'8-16',2,21
'SC3',2023/12/17,'12-20',1,22
'SC3',2023/12/17,'14-22',12,1
'SC3',2023/12/17,'16-24',5,31
'SC30',2023/12/17,'0-8',4,1
'SC30',2023/12/17,'5-13',2,1
'SC30',2023/12/17,'8-16',1,12
'SC30',2023/12/17,'12-20',1,3
'SC30',2023/12/17,'14-22',3,1
'SC30',2023/12/17,'16-24',1,7
'SC31',2023/12/17,'0-8',9,39
'SC31',2023/12/17,'5-13',7,1
'SC31',2023/12/17,'8-16',1,25
'SC31',2023/12/17,'12-20',1,13
'SC31',2023/12/17,'14-22',5,9
'SC31',2023/12/17,'16-24',1,19
'SC32',2023/12/17,'0-8',1,2
'SC32',2023/12/17,'5-13',1,1
'SC32',2023/12/17,'8-16',1,1
'SC32',2023/12/17,'12-20',1,1
'SC32',2023/12/17,'14-22',1,1
'SC32',2023/12/17,'16-24',1,5
'SC34',2023/12/17,'0-8',1,22
'SC34',2023/12/17,'5-13',2,5
'SC34',2023/12/17,'8-16',1,12
'SC34',2023/12/17,'12-20',1,10
'SC34',2023/12/17,'14-22',2,1
'SC34',2023/12/17,'16-24',8,19
'SC35',2023/12/17,'0-8',1,84
'SC35',2023/12/17,'5-13',14,1
'SC35',2023/12/17,'8-16',3,48
'SC35',2023/12/17,'12-20',1,1
'SC35',2023/12/17,'14-22',10,1
'SC35',2023/12/17,'16-24',2,141
'SC36',2023/12/17,'0-8',1,1
'SC36',2023/12/17,'5-13',1,1
'SC36',2023/12/17,'8-16',1,1
'SC36',2023/12/17,'12-20',1,1
'SC36',2023/12/17,'14-22',1,1
'SC36',2023/12/17,'16-24',1,1
'SC37',2023/12/17,'0-8',1,1
'SC37',2023/12/17,'5-13',1,1
'SC37',2023/12/17,'8-16',1,1
'SC37',2023/12/17,'12-20',1,2
'SC37',2023/12/17,'14-22',1,1
'SC37',2023/12/17,'16-24',1,2
'SC38',2023/12/17,'0-8',3,7
'SC38',2023/12/17,'5-13',4,1
'SC38',2023/12/17,'8-16',1,4
'SC38',2023/12/17,'12-20',2,1
'SC38',2023/12/17,'14-22',1,1
'SC38',2023/12/17,'16-24',4,9
'SC39',2023/12/17,'0-8',1,5
'SC39',2023/12/17,'5-13',1,1
'SC39',2023/12/17,'8-16',2,2
'SC39',2023/12/17,'12-20',2,1
'SC39',2023/12/17,'14-22',2,1
'SC39',2023/12/17,'16-24',1,6
'SC4',2023/12/17,'0-8',1,117
'SC4',2023/12/17,'5-13',2,1
'SC4',2023/12/17,'8-16',6,23
'SC4',2023/12/17,'12-20',1,13
'SC4',2023/12/17,'14-22',1,1
'SC4',2023/12/17,'16-24',5,132
'SC40',2023/12/17,'0-8',2,6
'SC40',2023/12/17,'5-13',1,1
'SC40',2023/12/17,'8-16',1,5
'SC40',2023/12/17,'12-20',3,1
'SC40',2023/12/17,'14-22',3,1
'SC40',2023/12/17,'16-24',5,3
'SC41',2023/12/17,'0-8',1,1
'SC41',2023/12/17,'5-13',1,1
'SC41',2023/12/17,'8-16',1,6
'SC41',2023/12/17,'12-20',1,1
'SC41',2023/12/17,'14-22',1,1
'SC41',2023/12/17,'16-24',1,1
'SC43',2023/12/17,'0-8',1,2
'SC43',2023/12/17,'5-13',1,3
'SC43',2023/12/17,'8-16',1,10
'SC43',2023/12/17,'12-20',1,1
'SC43',2023/12/17,'14-22',1,1
'SC43',2023/12/17,'16-24',3,3
'SC44',2023/12/17,'0-8',1,33
'SC44',2023/12/17,'5-13',6,18
'SC44',2023/12/17,'8-16',9,10
'SC44',2023/12/17,'12-20',1,26
'SC44',2023/12/17,'14-22',2,10
'SC44',2023/12/17,'16-24',5,91
'SC46',2023/12/17,'0-8',5,1
'SC46',2023/12/17,'5-13',6,1
'SC46',2023/12/17,'8-16',1,1
'SC46',2023/12/17,'12-20',6,17
'SC46',2023/12/17,'14-22',1,7
'SC46',2023/12/17,'16-24',1,2
'SC47',2023/12/17,'0-8',17,142
'SC47',2023/12/17,'5-13',13,20
'SC47',2023/12/17,'8-16',17,57
'SC47',2023/12/17,'12-20',6,18
'SC47',2023/12/17,'14-22',5,29
'SC47',2023/12/17,'16-24',1,154
'SC48',2023/12/17,'0-8',1,1
'SC48',2023/12/17,'5-13',1,1
'SC48',2023/12/17,'8-16',1,1
'SC48',2023/12/17,'12-20',1,1
'SC48',2023/12/17,'14-22',1,1
'SC48',2023/12/17,'16-24',1,1
'SC49',2023/12/17,'0-8',7,30
'SC49',2023/12/17,'5-13',10,1
'SC49',2023/12/17,'8-16',13,1
'SC49',2023/12/17,'12-20',5,1
'SC49',2023/12/17,'14-22',5,12
'SC49',2023/12/17,'16-24',1,12
'SC5',2023/12/17,'0-8',16,95
'SC5',2023/12/17,'5-13',1,1
'SC5',2023/12/17,'8-16',9,17
'SC5',2023/12/17,'12-20',1,64
'SC5',2023/12/17,'14-22',11,1
'SC5',2023/12/17,'16-24',8,68
'SC51',2023/12/17,'0-8',2,50
'SC51',2023/12/17,'5-13',5,1
'SC51',2023/12/17,'8-16',7,30
'SC51',2023/12/17,'12-20',3,1
'SC51',2023/12/17,'14-22',2,1
'SC51',2023/12/17,'16-24',4,36
'SC52',2023/12/17,'0-8',2,2
'SC52',2023/12/17,'5-13',1,1
'SC52',2023/12/17,'8-16',3,1
'SC52',2023/12/17,'12-20',1,1
'SC52',2023/12/17,'14-22',1,1
'SC52',2023/12/17,'16-24',2,6
'SC53',2023/12/17,'0-8',3,67
'SC53',2023/12/17,'5-13',2,2
'SC53',2023/12/17,'8-16',4,71
'SC53',2023/12/17,'12-20',1,1
'SC53',2023/12/17,'14-22',2,19
'SC53',2023/12/17,'16-24',24,159
'SC54',2023/12/17,'0-8',1,8
'SC54',2023/12/17,'5-13',1,6
'SC54',2023/12/17,'8-16',3,12
'SC54',2023/12/17,'12-20',1,5
'SC54',2023/12/17,'14-22',2,1
'SC54',2023/12/17,'16-24',2,28
'SC55',2023/12/17,'0-8',1,2
'SC55',2023/12/17,'5-13',3,3
'SC55',2023/12/17,'8-16',2,6
'SC55',2023/12/17,'12-20',1,5
'SC55',2023/12/17,'14-22',3,1
'SC55',2023/12/17,'16-24',1,1
'SC56',2023/12/17,'0-8',1,1
'SC56',2023/12/17,'5-13',2,1
'SC56',2023/12/17,'8-16',2,1
'SC56',2023/12/17,'12-20',1,1
'SC56',2023/12/17,'14-22',2,1
'SC56',2023/12/17,'16-24',3,3
'SC57',2023/12/17,'0-8',1,53
'SC57',2023/12/17,'5-13',3,1
'SC57',2023/12/17,'8-16',4,13
'SC57',2023/12/17,'12-20',1,1
'SC57',2023/12/17,'14-22',1,1
'SC57',2023/12/17,'16-24',1,25
'SC58',2023/12/17,'0-8',1,1
'SC58',2023/12/17,'5-13',1,1
'SC58',2023/12/17,'8-16',1,1
'SC58',2023/12/17,'12-20',1,1
'SC58',2023/12/17,'14-22',1,1
'SC58',2023/12/17,'16-24',1,5
'SC6',2023/12/17,'0-8',9,78
'SC6',2023/12/17,'5-13',1,7
'SC6',2023/12/17,'8-16',1,38
'SC6',2023/12/17,'12-20',3,1
'SC6',2023/12/17,'14-22',3,10
'SC6',2023/12/17,'16-24',2,124
'SC60',2023/12/17,'0-8',13,219
'SC60',2023/12/17,'5-13',4,36
'SC60',2023/12/17,'8-16',1,54
'SC60',2023/12/17,'12-20',6,21
'SC60',2023/12/17,'14-22',12,15
'SC60',2023/12/17,'16-24',19,216
'SC61',2023/12/17,'0-8',1,1
'SC61',2023/12/17,'5-13',1,1
'SC61',2023/12/17,'8-16',1,1
'SC61',2023/12/17,'12-20',1,1
'SC61',2023/12/17,'14-22',1,1
'SC61',2023/12/17,'16-24',1,2
'SC63',2023/12/17,'0-8',1,2
'SC63',2023/12/17,'5-13',2,2
'SC63',2023/12/17,'8-16',1,3
'SC63',2023/12/17,'12-20',1,2
'SC63',2023/12/17,'14-22',1,1
'SC63',2023/12/17,'16-24',1,1
'SC66',2023/12/17,'0-8',1,1
'SC66',2023/12/17,'5-13',1,2
'SC66',2023/12/17,'8-16',1,2
'SC66',2023/12/17,'12-20',1,1
'SC66',2023/12/17,'14-22',1,1
'SC66',2023/12/17,'16-24',1,1
'SC68',2023/12/17,'0-8',1,1
'SC68',2023/12/17,'5-13',1,1
'SC68',2023/12/17,'8-16',1,3
'SC68',2023/12/17,'12-20',1,1
'SC68',2023/12/17,'14-22',1,1
'SC68',2023/12/17,'16-24',1,5
'SC7',2023/12/17,'0-8',1,123
'SC7',2023/12/17,'5-13',1,2
'SC7',2023/12/17,'8-16',13,49
'SC7',2023/12/17,'12-20',12,50
'SC7',2023/12/17,'14-22',9,1
'SC7',2023/12/17,'16-24',15,110
'SC8',2023/12/17,'0-8',8,122
'SC8',2023/12/17,'5-13',8,6
'SC8',2023/12/17,'8-16',4,46
'SC8',2023/12/17,'12-20',5,39
'SC8',2023/12/17,'14-22',4,15
'SC8',2023/12/17,'16-24',23,112
'SC9',2023/12/17,'0-8',3,105
'SC9',2023/12/17,'5-13',1,39
'SC9',2023/12/17,'8-16',12,39
'SC9',2023/12/17,'12-20',2,1
'SC9',2023/12/17,'14-22',4,1
'SC9',2023/12/17,'16-24',10,45
'SC1',2023/12/18,'0-8',6,129
'SC1',2023/12/18,'5-13',1,7
'SC1',2023/12/18,'8-16',1,89
'SC1',2023/12/18,'12-20',3,3
'SC1',2023/12/18,'14-22',5,1
'SC1',2023/12/18,'16-24',6,128
'SC10',2023/12/18,'0-8',1,147
'SC10',2023/12/18,'5-13',2,19
'SC10',2023/12/18,'8-16',1,39
'SC10',2023/12/18,'12-20',4,3
'SC10',2023/12/18,'14-22',6,14
'SC10',2023/12/18,'16-24',4,180
'SC12',2023/12/18,'0-8',3,2
'SC12',2023/12/18,'5-13',3,1
'SC12',2023/12/18,'8-16',1,13
'SC12',2023/12/18,'12-20',3,1
'SC12',2023/12/18,'14-22',1,3
'SC12',2023/12/18,'16-24',2,2
'SC14',2023/12/18,'0-8',1,1
'SC14',2023/12/18,'5-13',1,1
'SC14',2023/12/18,'8-16',2,5
'SC14',2023/12/18,'12-20',1,1
'SC14',2023/12/18,'14-22',2,1
'SC14',2023/12/18,'16-24',2,2
'SC15',2023/12/18,'0-8',3,14
'SC15',2023/12/18,'5-13',1,1
'SC15',2023/12/18,'8-16',1,22
'SC15',2023/12/18,'12-20',1,1
'SC15',2023/12/18,'14-22',3,1
'SC15',2023/12/18,'16-24',6,14
'SC16',2023/12/18,'0-8',1,3
'SC16',2023/12/18,'5-13',2,1
'SC16',2023/12/18,'8-16',2,1
'SC16',2023/12/18,'12-20',2,1
'SC16',2023/12/18,'14-22',1,1
'SC16',2023/12/18,'16-24',3,1
'SC17',2023/12/18,'0-8',5,54
'SC17',2023/12/18,'5-13',1,5
'SC17',2023/12/18,'8-16',1,22
'SC17',2023/12/18,'12-20',6,7
'SC17',2023/12/18,'14-22',1,35
'SC17',2023/12/18,'16-24',11,50
'SC18',2023/12/18,'0-8',2,4
'SC18',2023/12/18,'5-13',3,1
'SC18',2023/12/18,'8-16',4,3
'SC18',2023/12/18,'12-20',3,1
'SC18',2023/12/18,'14-22',6,1
'SC18',2023/12/18,'16-24',1,29
'SC19',2023/12/18,'0-8',2,8
'SC19',2023/12/18,'5-13',2,1
'SC19',2023/12/18,'8-16',3,7
'SC19',2023/12/18,'12-20',1,11
'SC19',2023/12/18,'14-22',1,1
'SC19',2023/12/18,'16-24',1,18
'SC2',2023/12/18,'0-8',1,7
'SC2',2023/12/18,'5-13',4,3
'SC2',2023/12/18,'8-16',1,10
'SC2',2023/12/18,'12-20',1,8
'SC2',2023/12/18,'14-22',1,3
'SC2',2023/12/18,'16-24',1,22
'SC20',2023/12/18,'0-8',1,1
'SC20',2023/12/18,'5-13',1,1
'SC20',2023/12/18,'8-16',1,1
'SC20',2023/12/18,'12-20',1,1
'SC20',2023/12/18,'14-22',1,1
'SC20',2023/12/18,'16-24',1,1
'SC21',2023/12/18,'0-8',1,1
'SC21',2023/12/18,'5-13',2,1
'SC21',2023/12/18,'8-16',1,1
'SC21',2023/12/18,'12-20',2,1
'SC21',2023/12/18,'14-22',1,1
'SC21',2023/12/18,'16-24',2,3
'SC22',2023/12/18,'0-8',3,14
'SC22',2023/12/18,'5-13',1,4
'SC22',2023/12/18,'8-16',3,15
'SC22',2023/12/18,'12-20',1,1
'SC22',2023/12/18,'14-22',1,1
'SC22',2023/12/18,'16-24',4,21
'SC23',2023/12/18,'0-8',2,1
'SC23',2023/12/18,'5-13',1,3
'SC23',2023/12/18,'8-16',1,7
'SC23',2023/12/18,'12-20',2,1
'SC23',2023/12/18,'14-22',2,1
'SC23',2023/12/18,'16-24',2,9
'SC24',2023/12/18,'0-8',1,8
'SC24',2023/12/18,'5-13',1,4
'SC24',2023/12/18,'8-16',3,11
'SC24',2023/12/18,'12-20',1,6
'SC24',2023/12/18,'14-22',2,4
'SC24',2023/12/18,'16-24',3,1
'SC25',2023/12/18,'0-8',2,163
'SC25',2023/12/18,'5-13',9,1
'SC25',2023/12/18,'8-16',2,39
'SC25',2023/12/18,'12-20',5,34
'SC25',2023/12/18,'14-22',17,1
